time,density
599,0.0662
600,0.0701
601,0.0679
602,0.0688
603,0.0684
604,0.0683
605,0.0658
606,0.0699
607,0.0668
608,0.0665
609,0.0631
610,0.0629
611,0.062
612,0.0624
613,0.062
614,0.0619
615,0.0613
616,0.0617
617,0.0639
618,0.0641
619,0.0623
620,0.0647
621,0.0634
622,0.0667
623,0.0664
624,0.065
625,0.0601
626,0.06
627,0.0603
628,0.0582
629,0.056
630,0.0575
631,0.0548
632,0.0532
633,0.0553
634,0.054
635,0.0568
636,0.0546
637,0.0569
638,0.055
639,0.0576
640,0.0568
641,0.056
642,0.0569
643,0.0569
644,0.0593
645,0.0574
646,0.0587
647,0.0591
648,0.0591
649,0.0565
650,0.054
651,0.0534
652,0.0539
653,0.0554
654,0.0581
655,0.0574
656,0.0568
657,0.0551
658,0.0553
659,0.0565
660,0.0541
661,0.0529
662,0.0503
663,0.0526
664,0.0474
665,0.0488
666,0.0497
667,0.0504
668,0.0526
669,0.0509
670,0.0498
671,0.0502
672,0.0507
673,0.0507
674,0.0548
675,0.0524
676,0.0531
677,0.053
678,0.0521
679,0.0506
680,0.0506
681,0.0511
682,0.0506
683,0.0502
684,0.0503
685,0.0517
686,0.051
687,0.0502
688,0.0509
689,0.0499
690,0.051
691,0.0517
692,0.0529
693,0.05
694,0.0506
695,0.0504
696,0.0507
697,0.0516
698,0.0507
699,0.0517
700,0.0517
701,0.0525
702,0.0503
703,0.0528
704,0.0538
705,0.0528
706,0.0546
707,0.0539
708,0.0514
709,0.0494
710,0.0527
711,0.0512
712,0.0541
713,0.0546
714,0.0548
715,0.0579
716,0.0569
717,0.0568
718,0.0572
719,0.0581
720,0.0567
721,0.0578
722,0.0563
723,0.0594
724,0.0608
725,0.0585
726,0.0567
727,0.0575
728,0.0576
729,0.0584
730,0.0578
731,0.0591
732,0.0588
733,0.0596
734,0.062
735,0.0645
736,0.0633
737,0.0634
738,0.0612
739,0.0595
740,0.0597
741,0.0586
742,0.0571
743,0.0557
744,0.0556
745,0.0569
746,0.0564
747,0.0562
748,0.0575
749,0.0577
750,0.0572
751,0.0558
752,0.0548
753,0.0536
754,0.0532
755,0.0556
756,0.0538
757,0.0543
758,0.0523
759,0.0545
760
698, 0.0507
699, 0.0517
700, 0.0517
701, 0.0525
702, 0.0503
703, 0.0528
704, 0.0538
705, 0.0528
706, 0.0546
707, 0.0539
708, 0.0514
709, 0.0494
710, 0.0527
711, 0.0512
712, 0.0541
713, 0.0546
714, 0.0548
715, 0.0579
716, 0.0569
717, 0.0568
718, 0.0572
719, 0.0581
720, 0.0567
721, 0.0578
722, 0.0563
723, 0.0594
724, 0.0608
725, 0.0585
726, 0.0567
727, 0.0575
728, 0.0576
729, 0.0584
730, 0.0578
731, 0.0591
732, 0.0588
733, 0.0596
734, 0.062
735, 0.0645
736, 0.0633
737, 0.0634
738, 0.0612
739, 0.0595
740, 0.0597
741, 0.0586
742, 0.0571
743, 0.0557
744, 0.0556
745, 0.0569
746, 0.0564
747, 0.0562
748, 0.0575
749, 0.0577
750, 0.0572
751, 0.0558
752, 0.0548
753, 0.0536
754, 0.0532
755, 0.0556
756, 0.0538
757, 0.0543
758, 0.0523
759, 0.0545
760, 0.0545
761, 0.0573
762, 0.0538
763, 0.0566
764, 0.057
765, 0.0572
766, 0.054
767, 0.0568
768, 0.0562
769, 0.0547
770, 0.0538
771, 0.0571
772, 0.0529
773, 0.0543
774, 0.0529
775, 0.0549
776, 0.0556
777, 0.0572
778, 0.0602
779, 0.0561
780, 0.0583
781, 0.056
782, 0.0562
783, 0.0585
784, 0.0585
785, 0.0573
786, 0.0576
787, 0.0571
788, 0.0552
789, 0.0561
790, 0.058
791, 0.0601
792, 0.0592
793, 0.0583
794, 0.0612
795, 0.061
796, 0.0625
797, 0.0609
798, 0.0572
799, 0.0547
800, 0.0538
801, 0.0514
802, 0.0521
803, 0.0503
804, 0.0506
805, 0.0498
806, 0.052
807, 0.0506
808, 0.0538
809, 0.0513
810, 0.0528
811, 0.0515
812, 0.0521
813, 0.0535
814, 0.0561
815, 0.0518
816, 0.0549
817, 0.0527
818, 0.0539
819, 0.0544
820, 0.0558
821, 0.0584
822, 0.0593
823, 0.0575
824, 0.058
825, 0.0537
826, 0.053
827, 0.0483
828, 0.0487
829, 0.0497
830, 0.0521
831, 0.0512
832, 0.0524
833, 0.0509
834, 0.0549
835, 0.051
836, 0.054
837, 0.0524
838, 0.0516
839, 0.0507
840, 0.0511
841, 0.0517
842, 0.0525
843, 0.0539
844, 0.053
845, 0.0534
846, 0.0523
847, 0.0524
848, 0.0526
849, 0.054
850, 0.0531
851, 0.0512
852, 0.0518
853, 0.0493
854, 0.0504
855, 0.051
856, 0.0515
857, 0.0527
858, 0.054
859, 0.0546
860, 0.0552
861, 0.0555
862, 0.0563
863, 0.0516
864, 0.0561
865, 0.0496
866, 0.051
867, 0.0504
868, 0.05
869, 0.0505
870, 0.0524
871, 0.0526
872, 0.0534
873, 0.0532
874, 0.0543
875, 0.054
876, 0.0541
877, 0.0538
878, 0.0549
879, 0.055
880, 0.0564
881, 0.0551
882, 0.0549
883, 0.0503
884, 0.0507
885, 0.0509
886, 0.05
887, 0.0495
888, 0.0509
889, 0.0519
890, 0.0537
891, 0.0548
892, 0.0525
893, 0.0544
894, 0.0535
895, 0.0537
896, 0.0544
897, 0.0564
898, 0.0578
899, 0.0589
900, 0.056
901, 0.0602
902, 0.0548
903, 0.0555
904, 0.0534
905, 0.0543
906, 0.0548
907, 0.0509
908, 0.0545
909, 0.0535
910, 0.0511
911, 0.0519
912, 0.052
913, 0.0534
914, 0.0549
915, 0.0519
916, 0.053
917, 0.0522
918, 0.0536
919, 0.0545
920, 0.0551
921, 0.055
922, 0.0559
923, 0.0547
924, 0.055
925, 0.0522
926, 0.0561
927, 0.0559
928, 0.0588
929, 0.0544
930, 0.055
931, 0.0568
932, 0.057
933, 0.0542
934, 0.0564
935, 0.0541
936, 0.0554
937, 0.0569
938, 0.058
939, 0.0602
940, 0.06
941, 0.0644
942, 0.0596
943, 0.0628
944, 0.0621
945, 0.0655
946, 0.0675
947, 0.0672
948, 0.0687
949, 0.068
950, 0.0667
951, 0.0673
952, 0.0674
953, 0.0695
954, 0.0637
955, 0.0609
956, 0.0601
957, 0.0578
958, 0.0559
959, 0.0568
960, 0.0557
961, 0.0547
962, 0.0559
963, 0.0551
964, 0.051
965, 0.0525
966, 0.0537
967, 0.0525
968, 0.0527
969, 0.0525
970, 0.0519
971, 0.0553
972, 0.0509
973, 0.0548
974, 0.0511
975, 0.0504
976, 0.0522
977, 0.0546
978, 0.0527
979, 0.0562
980, 0.0596
981, 0.0606
982, 0.062
983, 0.0638
984, 0.0623
985, 0.0592
986, 0.0613
987, 0.0609
988, 0.0579
989, 0.0575
990, 0.0592
991, 0.0582
992, 0.058
993, 0.058
994, 0.0571
995, 0.0562
996, 0.0555
997, 0.0585
998, 0.0574
999, 0.0547
