time,density
474,0.0697
475,0.0685
476,0.0698
477,0.0672
478,0.0712
479,0.0649
480,0.0636
481,0.0661
482,0.0646
483,0.064
484,0.0648
485,0.0643
486,0.0667
487,0.061
488,0.0646
489,0.0644
490,0.0682
491,0.0642
492,0.0628
493,0.0631
494,0.0641
495,0.066
496,0.0698
497,0.0683
498,0.07
499,0.0685
500,0.0697
501,0.0724
502,0.0697
503,0.0704
504,0.0689
505,0.0717
506,0.0691
507,0.0733
508,0.0719
509,0.0745
510,0.0737
511,0.0751
512,0.0755
513,0.074
514,0.076
515,0.0727
516,0.0746
517,0.0738
518,0.0735
519,0.0719
520,0.0721
521,0.0746
522,0.0728
523,0.069
524,0.0684
525,0.072
526,0.0688
527,0.0704
528,0.0707
529,0.0693
530,0.0734
531,0.0744
532,0.0798
533,0.0755
534,0.076
535,0.075
536,0.0747
537,0.0699
538,0.0701
539,0.0686
540,0.0668
541,0.0655
542,0.0638
543,0.0605
544,0.0596
545,0.0581
546,0.0576
547,0.0604
548,0.0622
549,0.0643
550,0.0641
551,0.0621
552,0.0615
553,0.0638
554,0.065
555,0.0646
556,0.0656
557,0.0641
558,0.0645
559,0.066
560,0.0683
561,0.0661
562,0.0667
563,0.0665
564,0.071
565,0.0693
566,0.0703
567,0.0702
568,0.0721
569,0.0713
570,0.0714
571,0.0707
572,0.0706
573,0.0734
574,0.0712
575,0.0742
576,0.0708
577,0.0743
578,0.076
579,0.0722
580,0.0689
581,0.0672
582,0.0686
583,0.0648
584,0.0682
585,0.068
586,0.0664
587,0.0684
588,0.0668
589,0.0679
590,0.0688
591,0.0669
592,0.0682
593,0.069
594,0.0696
595,0.0703
596,0.0712
597,0.0687
598,0.0698
599,0.0689
600,0.0699
601,0.0728
602,0.0754
603,0.0758
604,0.0777
605,0.0761
606,0.0758
607,0.0732
608,0.0731
609,0.0753
610,0.0748
611,0.0753
612,0.0746
613,0.0759
614,0.0707
615,0.0745
616,0.0696
617,0.0689
618,0.0672
619,0.0677
620,0.0668
621,0.0697
622,0.0663
623,0.0707
624,0.0658
625,0.0623
626,0.0613
627,0.0599
628,0.0612
629,0.0593
630,0.0618
631,0.0625
632,0.0629
633,0.0641
634,0.0626
635,0.0641
636,0.0662
637,0.0666
638,0.0676
639,0.0693
640,0.0655
641,0.0655
642,0.0657
643,0.0643
644,0.0632
645,0.0647
646,0.0655
647,0.0672
648,0.0672
649,0.0664
650,0.0642
651,0.0613
652,0.0616
653,0.0607
654,0.0634
655,0.0625
656,0.063
657,0.0631
658,0.0633
659,0.0658
660,0.0639
661,0.0671
662,0.0683
663,0.0654
664,0.07
665,0.0685
666,0.0714
667,0.0668
668,0.0662
669,0.0677
670,0.0687
671,0.0683
672,0.0649
673,0.066
674,0.069
675,0.0698
676,0.0722
677,0.0687
678,0.0685
679,0.0686
680,0.0704
681,0.0716
682,0.0706
683,0.07
684,0.0707
685,0.071
686,0.0673
687,0.071
688,0.068
689,0.0656
690,0.0694
691,0.0644
692,0.0655
693,0.0618
694,0.0629
695,0.0615
696,0.0624
697,0.0648
698,0.0606
699,0.063
700,0.0609
701,0.0641
702,0.0612
703,0.0626
704,0.0608
705,0.0606
706,0.0613
707,0.0579
708,0.0591
709,0.0581
710,0.0587
711,0.0577
712,0.057
713,0.055
714,0.0531
715,0.0519
716,0.056
717,0.053
718,0.0557
719,0.0554
720,0.0555
721,0.0576
722,0.0572
723,0.0547
724,0.0558
725,0.0556
726,0.0537
727,0.0547
728,0.0551
729,0.0549
730,0.0536
731,0.0556
732,0.0552
733,0.0553
734,0.0547
735,0.0555
736,0.0583
737,0.0597
738,0.0589
739,0.0596
740,0.0594
741,0.0565
742,0.0601
743,0.0591
744,0.0602
745,0.0615
746,0.0606
747,0.0595
748,0.0639
749,0.0655
750,0.0661
751,0.0678
752,0.0682
753,0.0706
754,0.0709
755,0.0714
756,0.0683
757,0.0729
758,0.0697
759,0.0731
70.0648
698, 0.0606
699, 0.063
700, 0.0609
701, 0.0641
702, 0.0612
703, 0.0626
704, 0.0608
705, 0.0606
706, 0.0613
707, 0.0579
708, 0.0591
709, 0.0581
710, 0.0587
711, 0.0577
712, 0.057
713, 0.055
714, 0.0531
715, 0.0519
716, 0.056
717, 0.053
718, 0.0557
719, 0.0554
720, 0.0555
721, 0.0576
722, 0.0572
723, 0.0547
724, 0.0558
725, 0.0556
726, 0.0537
727, 0.0547
728, 0.0551
729, 0.0549
730, 0.0536
731, 0.0556
732, 0.0552
733, 0.0553
734, 0.0547
735, 0.0555
736, 0.0583
737, 0.0597
738, 0.0589
739, 0.0596
740, 0.0594
741, 0.0565
742, 0.0601
743, 0.0591
744, 0.0602
745, 0.0615
746, 0.0606
747, 0.0595
748, 0.0639
749, 0.0655
750, 0.0661
751, 0.0678
752, 0.0682
753, 0.0706
754, 0.0709
755, 0.0714
756, 0.0683
757, 0.0729
758, 0.0697
759, 0.0731
760, 0.0719
761, 0.0745
762, 0.0731
763, 0.0755
764, 0.0769
765, 0.0762
766, 0.072
767, 0.0724
768, 0.0735
769, 0.0716
770, 0.0703
771, 0.0712
772, 0.0697
773, 0.0704
774, 0.069
775, 0.071
776, 0.0675
777, 0.0682
778, 0.0663
779, 0.0684
780, 0.0688
781, 0.0712
782, 0.0687
783, 0.0671
784, 0.0691
785, 0.0691
786, 0.0742
787, 0.0741
788, 0.0723
789, 0.0776
790, 0.0769
791, 0.0797
792, 0.0744
793, 0.0762
794, 0.0737
795, 0.0715
796, 0.0715
797, 0.0708
798, 0.0723
799, 0.0727
800, 0.0704
801, 0.071
802, 0.0687
803, 0.0716
804, 0.0704
805, 0.0683
806, 0.0746
807, 0.0715
808, 0.0729
809, 0.0707
810, 0.0736
811, 0.074
812, 0.0747
813, 0.0769
814, 0.0748
815, 0.0732
816, 0.0753
817, 0.0752
818, 0.0744
819, 0.0803
820, 0.0778
821, 0.078
822, 0.0767
823, 0.0734
824, 0.0767
825, 0.0736
826, 0.0765
827, 0.0766
828, 0.0734
829, 0.0741
830, 0.0736
831, 0.077
832, 0.0713
833, 0.0751
834, 0.075
835, 0.0764
836, 0.0763
837, 0.0743
838, 0.0722
839, 0.0724
840, 0.0731
841, 0.073
842, 0.0735
843, 0.076
844, 0.0762
845, 0.077
846, 0.0748
847, 0.0771
848, 0.0757
849, 0.0749
850, 0.0714
851, 0.071
852, 0.0688
853, 0.0675
854, 0.0713
855, 0.0674
856, 0.0681
857, 0.0689
858, 0.0718
859, 0.0731
860, 0.0737
861, 0.0729
862, 0.0736
863, 0.0716
864, 0.0734
865, 0.071
866, 0.0769
867, 0.0727
868, 0.0707
869, 0.0695
870, 0.0683
871, 0.0703
872, 0.0712
873, 0.0709
874, 0.0713
875, 0.0689
876, 0.0702
877, 0.0679
878, 0.0687
879, 0.0682
880, 0.0667
881, 0.0665
882, 0.0666
883, 0.0691
884, 0.0639
885, 0.0692
886, 0.066
887, 0.0672
888, 0.0664
889, 0.0685
890, 0.067
891, 0.0702
892, 0.0704
893, 0.0738
894, 0.0688
895, 0.0739
896, 0.0746
897, 0.0757
898, 0.0742
899, 0.0785
900, 0.0735
901, 0.0732
902, 0.0722
903, 0.0748
904, 0.0745
905, 0.0745
906, 0.0737
907, 0.0727
908, 0.0719
909, 0.0686
910, 0.0648
911, 0.0659
912, 0.0661
913, 0.0636
914, 0.0655
915, 0.066
916, 0.0659
917, 0.0663
918, 0.0627
919, 0.0642
920, 0.0632
921, 0.0628
922, 0.0621
923, 0.0621
924, 0.0622
925, 0.0657
926, 0.0651
927, 0.0636
928, 0.0639
929, 0.0656
930, 0.0621
931, 0.0656
932, 0.0629
933, 0.0631
934, 0.0657
935, 0.0681
936, 0.0671
937, 0.0694
938, 0.0669
939, 0.0709
940, 0.0694
941, 0.0718
942, 0.074
943, 0.0735
944, 0.0742
945, 0.0754
946, 0.0796
947, 0.079
948, 0.0795
949, 0.0817
950, 0.0767
951, 0.0778
952, 0.0779
953, 0.0754
954, 0.0782
955, 0.0816
956, 0.0761
957, 0.0762
958, 0.0718
959, 0.0731
960, 0.0712
961, 0.0741
962, 0.0769
963, 0.0781
964, 0.0757
965, 0.0761
966, 0.0745
967, 0.0751
968, 0.073
969, 0.0749
970, 0.0777
971, 0.0751
972, 0.0755
973, 0.0756
974, 0.0739
975, 0.0712
976, 0.0726
977, 0.0714
978, 0.0701
979, 0.0674
980, 0.0671
981, 0.0674
982, 0.0658
983, 0.0656
984, 0.0663
985, 0.0693
986, 0.067
987, 0.071
988, 0.0661
989, 0.0658
990, 0.0654
991, 0.0672
992, 0.0681
993, 0.066
994, 0.0678
995, 0.0678
996, 0.0699
997, 0.067
998, 0.0686
999, 0.067
