time,density
158,0.0444
159,0.0449
160,0.045
161,0.0434
162,0.0438
163,0.0428
164,0.0441
165,0.044
166,0.0424
167,0.0431
168,0.0441
169,0.044
170,0.046
171,0.0477
172,0.0507
173,0.0488
174,0.0509
175,0.0493
176,0.0501
177,0.0505
178,0.0538
179,0.0539
180,0.0556
181,0.0585
182,0.0597
183,0.0604
184,0.0612
185,0.0621
186,0.0622
187,0.0621
188,0.0617
189,0.0634
190,0.0623
191,0.0619
192,0.0599
193,0.0604
194,0.0588
195,0.0567
196,0.0576
197,0.0556
198,0.0565
199,0.0567
200,0.0588
201,0.0574
202,0.0547
203,0.054
204,0.0556
205,0.0556
206,0.0526
207,0.0545
208,0.0519
209,0.0566
210,0.0537
211,0.0545
212,0.0524
213,0.0545
214,0.0488
215,0.0514
216,0.0485
217,0.0496
218,0.0516
219,0.0495
220,0.0511
221,0.0491
222,0.0481
223,0.0481
224,0.0509
225,0.0495
226,0.0495
227,0.0479
228,0.0497
229,0.0486
230,0.0507
231,0.0482
232,0.0487
233,0.0476
234,0.0487
235,0.0475
236,0.0482
237,0.0479
238,0.0491
239,0.0488
240,0.0497
241,0.0493
242,0.0505
243,0.0496
244,0.0485
245,0.0498
246,0.0484
247,0.0476
248,0.049
249,0.0494
250,0.0485
251,0.048
252,0.0485
253,0.0499
254,0.0502
255,0.048
256,0.0485
257,0.0488
258,0.0485
259,0.0511
260,0.0497
261,0.053
262,0.0534
263,0.0543
264,0.0506
265,0.051
266,0.0494
267,0.0508
268,0.0488
269,0.0507
270,0.0498
271,0.0487
272,0.0501
273,0.0502
274,0.0508
275,0.053
276,0.0534
277,0.054
278,0.0529
279,0.0582
280,0.0535
281,0.0514
282,0.0466
283,0.046
284,0.0482
285,0.0469
286,0.0479
287,0.0474
288,0.0475
289,0.051
290,0.0471
291,0.0456
292,0.0447
293,0.0437
294,0.0431
295,0.0438
296,0.043
297,0.0409
298,0.0415
299,0.0419
300,0.0413
301,0.0417
302,0.0417
303,0.0401
304,0.0409
305,0.0417
306,0.0405
307,0.0431
308,0.0424
309,0.0408
310,0.0404
311,0.0396
312,0.0382
313,0.0392
314,0.0409
315,0.0432
316,0.0411
317,0.041
318,0.0414
319,0.0435
320,0.0422
321,0.0452
322,0.0454
323,0.0475
324,0.0467
325,0.0454
326,0.0468
327,0.0448
328,0.0473
329,0.0456
330,0.0486
331,0.0476
332,0.0483
333,0.0467
334,0.0471
335,0.0471
336,0.0463
337,0.0469
338,0.0463
339,0.0451
340,0.0465
341,0.0468
342,0.0465
343,0.0461
344,0.0449
345,0.0461
346,0.0458
347,0.0477
348,0.0454
349,0.0499
350,0.0473
351,0.0471
352,0.0458
353,0.0463
354,0.0453
355,0.0481
356,0.0482
357,0.0479
358,0.0459
359,0.0456
360,0.0442
361,0.045
362,0.0471
363,0.0462
364,0.0496
365,0.0494
366,0.0475
367,0.0508
368,0.0476
369,0.0497
370,0.0481
371,0.0502
372,0.0495
373,0.0484
374,0.0484
375,0.0482
376,0.0471
377,0.0464
378,0.0459
379,0.046
380,0.0471
381,0.0486
382,0.0471
383,0.0486
384,0.0487
385,0.0489
386,0.049
387,0.0521
388,0.051
389,0.0518
390,0.0542
391,0.0515
392,0.0533
393,0.0541
394,0.0576
395,0.0576
396,0.0606
397,0.0592
398,0.0596
399,0.0619
400,0.0631
401,0.0619
402,0.0626
403,0.0575
404,0.0569
405,0.0561
406,0.0545
407,0.0565
408,0.0561
409,0.0531
410,0.0559
411,0.056
412,0.0547
413,0.0564
414,0.0551
415,0.0559
416,0.0541
417,0.0532
418,0.0521
419,0.0548
420,0.055
421,0.0545
422,0.056
423,0.0582
424,0.0583
425,0.0556
426,0.0559
427,0.0561
428,0.053
429,0.0557
430,0.0545
431,0.055
432,0.0545
433,0.0574
434,0.0583
435,0.0586
436,0.0589
437,0.0578
438,0.0588
439,0.0594
440,0.0614
441,0.062
442,0.0639
443,0.07
444,0.0662
445,0.067
446,0.0692
447,0.0693
448,0.0674
449,0.0636
450,0.0637
451,0.0598
452,0.0601
453,0.0547
454,0.0597
455,0.0549
456,0.0558
457,0.0545
458,0.0536
459,0.0544
460,0.0554
461,0.056
462,0.0529
463,0.0537
464,0.0537
465,0.0556
466,0.0527
467,0.0566
468,0.0545
469,0.055
470,0.0582
471,0.0594
472,0.0558
473,0.056
474,0.0569
475,0.0593
476,0.0604
477,0.0613
478,0.0597
479,0.0574
480,0.0617
481,0.0601
482,0.0596
483,0.0589
484,0.0574
485,0.0598
486,0.056
487,0.0565
488,0.0508
489,0.0525
490,0.0503
491,0.0501
492,0.0499
493,0.0497
494,0.0501
495,0.0522
496,0.0509
497,0.054
498,0.052
499,0.0534
500,0.052
501,0.0544
502,0.0535
503,0.0555
504,0.0551
505,0.0568
506,0.0561
507,0.0581
508,0.0558
509,0.0576
510,0.0561
511,0.0571
512,0.0529
513,0.0535
514,0.0529
515,0.0562
516,0.052
517,0.051
518,0.0534
519,0.0525
520,0.0538
521,0.0554
522,0.0556
523,0.0557
524,0.0571
525,0.0557
526,0.0594
527,0.053
528,0.0551
529,0.0545
530,0.0528
531,0.0547
532,0.0539
533,0.0558
534,0.0533
535,0.0519
536,0.0542
537,0.0519
538,0.0544
539,0.0545
540,0.0571
541,0.0565
542,0.0575
543,0.0566
544,0.0615
545,0.0586
546,0.0604
547,0.0605
548,0.0586
549,0.0594
550,0.0593
551,0.0601
552,0.0556
553,0.0582
554,0.0559
555,0.0593
556,0.0564
557,0.0558
558,0.0553
559,0.0539
560,0.0562
561,0.0576
562,0.0567
563,0.0591
564,0.0592
565,0.0563
566,0.055
567,0.0533
568,0.0523
569,0.0531
570,0.0564
571,0.0554
572,0.0552
573,0.0614
574,0.0562
575,0.057
576,0.0595
577,0.0538
578,0.0559
579,0.0528
580,0.0525
581,0.052
582,0.0505
583,0.0493
584,0.0537
585,0.0545
586,0.0542
587,0.0563
588,0.0569
589,0.0553
590,0.0564
591,0.0597
592,0.0574
593,0.0585
594,0.0585
595,0.0586
596,0.0586
597,0.0612
598,0.0631
599,0.0629
600,0.064
601,0.064
602,0.064
603,0.0639
604,0.0648
605,0.0649
606,0.0643
607,0.0619
608,0.0605
609,0.0651
610,0.0654
611,0.0625
612,0.0614
613,0.0644
614,0.0627
615,0.0653
616,0.0666
617,0.0673
618,0.0663
619,0.0684
620,0.0741
621,0.0692
622,0.0733
623,0.0682
624,0.0717
625,0.0688
626,0.0727
627,0.0726
628,0.0742
629,0.0736
630,0.0748
631,0.0729
632,0.0742
633,0.072
634,0.0701
635,0.0724
636,0.0701
637,0.0708
638,0.0724
639,0.0712
640,0.0714
641,0.0698
642,0.0703
643,0.068
644,0.0691
645,0.0666
646,0.0671
647,0.071
648,0.0708
649,0.0675
650,0.0678
651,0.0629
652,0.064
653,0.0618
654,0.066
655,0.0641
656,0.065
657,0.0641
658,0.0609
659,0.0631
660,0.064
661,0.0663
662,0.0644
663,0.0676
664,0.0655
665,0.0679
666,0.0604
667,0.0647
668,0.0637
669,0.0625
670,0.0634
671,0.0645
672,0.0653
673,0.065
674,0.0668
675,0.0643
676,0.0673
677,0.0651
678,0.0679
679,0.0592
680,0.0604
681,0.0617
682,0.0646
683,0.0637
684,0.0655
685,0.0672
686,0.0693
687,0.0668
688,0.0689
689,0.0678
690,0.0679
691,0.0673
692,0.0696
693,0.0644
694,0.068
695,0.0631
696,0.0653
697,0.0635
698,0.0634
699,0.0656
700,0.0632
701,0.0626
702,0.0636
703,0.0638
704,0.0647
705,0.0652
706,0.0638
707,0.064
708,0.0642
709,0.0676
710,0.0653
711,0.067
712,0.0675
713,0.0658
714,0.0666
715,0.0652
716,0.0675
717,0.065
718,0.0688
719,0.0669
720,0.0652
721,0.065
722,0.0639
723,0.0624
724,0.0608
725,0.0607
726,0.0592
727,0.0602
728,0.057
729,0.0587
730,0.0577
731,0.0579
732,0.0565
733,0.0554
734,0.0534
735,0.056
736,0.0538
737,0.058
738,0.0546
739,0.0576
740,0.0554
741,0.0573
742,0.056
743,0.0547
744,0.0568
745,0.056
746,0.0582
747,0.0573
748,0.0583
749,0.0598
750,0.0586
751,0.0592
752,0.0557
753,0.0604
754,0.0588
755,0.0617
756,0.0596
757,0.0615
758,0.0595
759,0.0593
760,00.0635
698, 0.0634
699, 0.0656
700, 0.0632
701, 0.0626
702, 0.0636
703, 0.0638
704, 0.0647
705, 0.0652
706, 0.0638
707, 0.064
708, 0.0642
709, 0.0676
710, 0.0653
711, 0.067
712, 0.0675
713, 0.0658
714, 0.0666
715, 0.0652
716, 0.0675
717, 0.065
718, 0.0688
719, 0.0669
720, 0.0652
721, 0.065
722, 0.0639
723, 0.0624
724, 0.0608
725, 0.0607
726, 0.0592
727, 0.0602
728, 0.057
729, 0.0587
730, 0.0577
731, 0.0579
732, 0.0565
733, 0.0554
734, 0.0534
735, 0.056
736, 0.0538
737, 0.058
738, 0.0546
739, 0.0576
740, 0.0554
741, 0.0573
742, 0.056
743, 0.0547
744, 0.0568
745, 0.056
746, 0.0582
747, 0.0573
748, 0.0583
749, 0.0598
750, 0.0586
751, 0.0592
752, 0.0557
753, 0.0604
754, 0.0588
755, 0.0617
756, 0.0596
757, 0.0615
758, 0.0595
759, 0.0593
760, 0.0605
761, 0.0579
762, 0.0589
763, 0.0606
764, 0.0612
765, 0.0617
766, 0.0625
767, 0.0625
768, 0.0573
769, 0.0584
770, 0.0555
771, 0.0536
772, 0.0563
773, 0.0578
774, 0.0551
775, 0.0547
776, 0.0563
777, 0.0539
778, 0.0579
779, 0.0554
780, 0.0536
781, 0.0539
782, 0.0548
783, 0.0548
784, 0.0574
785, 0.0562
786, 0.0578
787, 0.0542
788, 0.0548
789, 0.0538
790, 0.0545
791, 0.0543
792, 0.0566
793, 0.058
794, 0.0568
795, 0.0572
796, 0.0568
797, 0.0577
798, 0.0579
799, 0.0576
800, 0.0578
801, 0.0606
802, 0.0568
803, 0.0569
804, 0.0561
805, 0.0551
806, 0.0556
807, 0.0565
808, 0.0566
809, 0.0549
810, 0.0545
811, 0.0546
812, 0.0555
813, 0.0573
814, 0.0542
815, 0.0575
816, 0.0539
817, 0.0553
818, 0.055
819, 0.0548
820, 0.0572
821, 0.0563
822, 0.0554
823, 0.0578
824, 0.0587
825, 0.0599
826, 0.0585
827, 0.0551
828, 0.0556
829, 0.0567
830, 0.0578
831, 0.0561
832, 0.0553
833, 0.0507
834, 0.0505
835, 0.0485
836, 0.0509
837, 0.0506
838, 0.0541
839, 0.0506
840, 0.0539
841, 0.0526
842, 0.0526
843, 0.0526
844, 0.0509
845, 0.0508
846, 0.0501
847, 0.0505
848, 0.0486
849, 0.0507
850, 0.0489
851, 0.0498
852, 0.052
853, 0.0526
854, 0.0506
855, 0.05
856, 0.0504
857, 0.0528
858, 0.0497
859, 0.0518
860, 0.0503
861, 0.0496
862, 0.0511
863, 0.0508
864, 0.0517
865, 0.0511
866, 0.0504
867, 0.0497
868, 0.0508
869, 0.0502
870, 0.046
871, 0.0447
872, 0.0466
873, 0.0455
874, 0.0455
875, 0.0447
876, 0.0463
877, 0.0435
878, 0.045
879, 0.0439
880, 0.0451
881, 0.0445
882, 0.0442
883, 0.0406
884, 0.0422
885, 0.0411
886, 0.0427
887, 0.044
888, 0.0447
889, 0.0456
890, 0.0469
891, 0.0473
892, 0.0487
893, 0.0487
894, 0.049
895, 0.0474
896, 0.0481
897, 0.049
898, 0.049
899, 0.0508
900, 0.0478
901, 0.0493
902, 0.0505
903, 0.0513
904, 0.0523
905, 0.0525
906, 0.0548
907, 0.0541
908, 0.0562
909, 0.0571
910, 0.0534
911, 0.0562
912, 0.0523
913, 0.0555
914, 0.052
915, 0.0563
916, 0.0528
917, 0.0556
918, 0.056
919, 0.0579
920, 0.0572
921, 0.0575
922, 0.0575
923, 0.0596
924, 0.0616
925, 0.0636
926, 0.0621
927, 0.06
928, 0.0612
929, 0.0583
930, 0.0606
931, 0.0613
932, 0.0643
933, 0.0621
934, 0.063
935, 0.0578
936, 0.0593
937, 0.0579
938, 0.0595
939, 0.0608
940, 0.0611
941, 0.0642
942, 0.0624
943, 0.0631
944, 0.0643
945, 0.061
946, 0.0627
947, 0.0619
948, 0.0633
949, 0.0631
950, 0.0626
951, 0.0611
952, 0.0649
953, 0.0611
954, 0.0614
955, 0.0596
956, 0.0607
957, 0.0593
958, 0.0587
959, 0.0579
960, 0.0608
961, 0.0622
962, 0.0631
963, 0.0631
964, 0.0659
965, 0.0628
966, 0.0635
967, 0.0599
968, 0.062
969, 0.062
970, 0.0628
971, 0.0628
972, 0.0598
973, 0.0602
974, 0.0567
975, 0.0565
976, 0.0555
977, 0.0578
978, 0.0567
979, 0.0581
980, 0.0579
981, 0.0613
982, 0.0573
983, 0.0573
984, 0.0604
985, 0.0614
986, 0.0598
987, 0.0609
988, 0.063
989, 0.0618
990, 0.0608
991, 0.0628
992, 0.0602
993, 0.0593
994, 0.062
995, 0.0619
996, 0.0613
997, 0.0605
998, 0.0605
999, 0.0578
