time,density
390,0.0867
391,0.0882
392,0.0879
393,0.0876
394,0.0873
395,0.0831
396,0.0848
397,0.0784
398,0.081
399,0.0797
400,0.0772
401,0.0761
402,0.0799
403,0.0774
404,0.0796
405,0.0785
406,0.0815
407,0.0833
408,0.0816
409,0.0793
410,0.0824
411,0.0749
412,0.0737
413,0.0713
414,0.0699
415,0.0648
416,0.0702
417,0.0674
418,0.0701
419,0.0699
420,0.0682
421,0.0684
422,0.0689
423,0.0665
424,0.0626
425,0.0639
426,0.0628
427,0.0614
428,0.062
429,0.0626
430,0.0652
431,0.0642
432,0.0666
433,0.0655
434,0.0679
435,0.0674
436,0.0673
437,0.0662
438,0.0672
439,0.0667
440,0.0687
441,0.0644
442,0.0668
443,0.065
444,0.0656
445,0.0657
446,0.0661
447,0.0671
448,0.0661
449,0.0695
450,0.0682
451,0.0675
452,0.0685
453,0.0695
454,0.0691
455,0.0722
456,0.0689
457,0.0764
458,0.071
459,0.0718
460,0.0695
461,0.0716
462,0.0691
463,0.0679
464,0.0666
465,0.067
466,0.0712
467,0.0689
468,0.0689
469,0.0656
470,0.0624
471,0.0605
472,0.0585
473,0.0619
474,0.0616
475,0.0644
476,0.0672
477,0.0638
478,0.0658
479,0.0652
480,0.0644
481,0.0628
482,0.0653
483,0.0626
484,0.0646
485,0.0547
486,0.059
487,0.0561
488,0.0607
489,0.0608
490,0.0601
491,0.0591
492,0.0614
493,0.0626
494,0.0623
495,0.0615
496,0.0637
497,0.063
498,0.0628
499,0.0613
500,0.0616
501,0.0596
502,0.061
503,0.0589
504,0.0593
505,0.0587
506,0.0572
507,0.0555
508,0.0582
509,0.0572
510,0.0567
511,0.0544
512,0.0544
513,0.0553
514,0.0512
515,0.0491
516,0.0468
517,0.0457
518,0.0472
519,0.0488
520,0.0476
521,0.0465
522,0.0491
523,0.0477
524,0.0495
525,0.0464
526,0.0517
527,0.0472
528,0.0505
529,0.0481
530,0.0522
531,0.0476
532,0.0494
533,0.0492
534,0.0501
535,0.0517
536,0.0537
537,0.0532
538,0.0536
539,0.0547
540,0.0528
541,0.0572
542,0.0542
543,0.0589
544,0.0544
545,0.0562
546,0.0533
547,0.0541
548,0.0549
549,0.0538
550,0.0546
551,0.053
552,0.0578
553,0.0539
554,0.054
555,0.0521
556,0.0562
557,0.0561
558,0.0575
559,0.0587
560,0.0578
561,0.0555
562,0.0573
563,0.0552
564,0.0519
565,0.0531
566,0.0515
567,0.0536
568,0.0507
569,0.0507
570,0.0494
571,0.0498
572,0.05
573,0.0486
574,0.0485
575,0.0487
576,0.0475
577,0.0485
578,0.0463
579,0.0473
580,0.0458
581,0.0488
582,0.0495
583,0.0463
584,0.0463
585,0.0443
586,0.0443
587,0.0453
588,0.0449
589,0.0434
590,0.0426
591,0.0444
592,0.0431
593,0.0443
594,0.0424
595,0.0423
596,0.0418
597,0.0419
598,0.0406
599,0.0407
600,0.0397
601,0.0415
602,0.0388
603,0.0388
604,0.0395
605,0.0389
606,0.0411
607,0.0397
608,0.04
609,0.0406
610,0.0409
611,0.0424
612,0.0413
613,0.0427
614,0.0425
615,0.0417
616,0.0422
617,0.0433
618,0.0421
619,0.0429
620,0.0422
621,0.0422
622,0.0412
623,0.0394
624,0.039
625,0.0395
626,0.0397
627,0.0397
628,0.0409
629,0.0417
630,0.0399
631,0.0394
632,0.0418
633,0.0405
634,0.044
635,0.0424
636,0.0445
637,0.0443
638,0.0469
639,0.0469
640,0.0442
641,0.044
642,0.0451
643,0.0445
644,0.0458
645,0.0444
646,0.0445
647,0.0441
648,0.0452
649,0.045
650,0.0453
651,0.0439
652,0.0455
653,0.0457
654,0.0449
655,0.0471
656,0.048
657,0.0495
658,0.0501
659,0.0481
660,0.0516
661,0.0495
662,0.0496
663,0.0504
664,0.049
665,0.0498
666,0.0493
667,0.0522
668,0.0497
669,0.0493
670,0.0498
671,0.0506
672,0.0483
673,0.0489
674,0.0494
675,0.05
676,0.0483
677,0.0485
678,0.0501
679,0.0491
680,0.0478
681,0.0467
682,0.0467
683,0.0444
684,0.0434
685,0.045
686,0.0441
687,0.0429
688,0.0435
689,0.0443
690,0.0447
691,0.0448
692,0.0455
693,0.0459
694,0.0452
695,0.0482
696,0.0469
697,0.0478
698,0.0478
699,0.0505
700,0.0489
701,0.048
702,0.0483
703,0.0473
704,0.0469
705,0.0475
706,0.0456
707,0.0465
708,0.0463
709,0.046
710,0.0462
711,0.047
712,0.0472
713,0.0474
714,0.0494
715,0.0501
716,0.05
717,0.0528
718,0.0512
719,0.0527
720,0.0535
721,0.0554
722,0.0538
723,0.0584
724,0.0572
725,0.0601
726,0.0575
727,0.0586
728,0.0587
729,0.059
730,0.0575
731,0.0609
732,0.0579
733,0.0593
734,0.0612
735,0.058
736,0.0582
737,0.0587
738,0.0616
739,0.0597
740,0.0633
741,0.0594
742,0.0639
743,0.0594
744,0.0645
745,0.0577
746,0.0595
747,0.06
748,0.063
749,0.0588
750,0.0581
751,0.0617
752,0.062
753,0.0612
754,0.059
755,0.058
756,0.0573
757,0.0586
758,0.0598
759,0.0613
760,0.0, 0.0478
698, 0.0478
699, 0.0505
700, 0.0489
701, 0.048
702, 0.0483
703, 0.0473
704, 0.0469
705, 0.0475
706, 0.0456
707, 0.0465
708, 0.0463
709, 0.046
710, 0.0462
711, 0.047
712, 0.0472
713, 0.0474
714, 0.0494
715, 0.0501
716, 0.05
717, 0.0528
718, 0.0512
719, 0.0527
720, 0.0535
721, 0.0554
722, 0.0538
723, 0.0584
724, 0.0572
725, 0.0601
726, 0.0575
727, 0.0586
728, 0.0587
729, 0.059
730, 0.0575
731, 0.0609
732, 0.0579
733, 0.0593
734, 0.0612
735, 0.058
736, 0.0582
737, 0.0587
738, 0.0616
739, 0.0597
740, 0.0633
741, 0.0594
742, 0.0639
743, 0.0594
744, 0.0645
745, 0.0577
746, 0.0595
747, 0.06
748, 0.063
749, 0.0588
750, 0.0581
751, 0.0617
752, 0.062
753, 0.0612
754, 0.059
755, 0.058
756, 0.0573
757, 0.0586
758, 0.0598
759, 0.0613
760, 0.0616
761, 0.0614
762, 0.0634
763, 0.0655
764, 0.0644
765, 0.0631
766, 0.0654
767, 0.0672
768, 0.0698
769, 0.067
770, 0.0698
771, 0.0669
772, 0.0719
773, 0.0701
774, 0.0735
775, 0.0747
776, 0.0752
777, 0.0775
778, 0.0783
779, 0.0819
780, 0.0823
781, 0.0812
782, 0.08
783, 0.082
784, 0.0802
785, 0.0787
786, 0.0758
787, 0.076
788, 0.0766
789, 0.0716
790, 0.0698
791, 0.0697
792, 0.0706
793, 0.0713
794, 0.0716
795, 0.073
796, 0.0723
797, 0.0732
798, 0.0741
799, 0.0771
800, 0.0795
801, 0.076
802, 0.0752
803, 0.0742
804, 0.073
805, 0.0738
806, 0.0721
807, 0.0703
808, 0.0669
809, 0.0651
810, 0.0652
811, 0.0636
812, 0.0624
813, 0.0617
814, 0.062
815, 0.0623
816, 0.0658
817, 0.0654
818, 0.0637
819, 0.0629
820, 0.0654
821, 0.064
822, 0.0672
823, 0.0627
824, 0.0636
825, 0.0634
826, 0.0637
827, 0.0648
828, 0.0663
829, 0.0654
830, 0.0674
831, 0.0707
832, 0.0669
833, 0.0693
834, 0.0669
835, 0.0645
836, 0.0649
837, 0.0666
838, 0.063
839, 0.0636
840, 0.0624
841, 0.0651
842, 0.0665
843, 0.0718
844, 0.0712
845, 0.0729
846, 0.0744
847, 0.0784
848, 0.075
849, 0.0772
850, 0.08
851, 0.0789
852, 0.0813
853, 0.0799
854, 0.083
855, 0.0833
856, 0.0788
857, 0.0782
858, 0.0764
859, 0.0798
860, 0.0774
861, 0.0778
862, 0.0791
863, 0.0765
864, 0.0738
865, 0.0805
866, 0.0806
867, 0.0786
868, 0.0825
869, 0.0826
870, 0.0819
871, 0.0847
872, 0.0815
873, 0.0842
874, 0.083
875, 0.0845
876, 0.0859
877, 0.0855
878, 0.0827
879, 0.0833
880, 0.0846
881, 0.0848
882, 0.085
883, 0.0876
884, 0.0823
885, 0.0856
886, 0.0833
887, 0.0841
888, 0.0862
889, 0.0816
890, 0.0819
891, 0.0783
892, 0.0748
893, 0.0785
894, 0.075
895, 0.0755
896, 0.0717
897, 0.0768
898, 0.0738
899, 0.0762
900, 0.0788
901, 0.079
902, 0.0812
903, 0.0802
904, 0.082
905, 0.0797
906, 0.0822
907, 0.0839
908, 0.0857
909, 0.0837
910, 0.0853
911, 0.0894
912, 0.0881
913, 0.0874
914, 0.0907
915, 0.0897
916, 0.0943
917, 0.092
918, 0.092
919, 0.0905
920, 0.0907
921, 0.0899
922, 0.089
923, 0.0899
924, 0.0901
925, 0.0898
926, 0.0933
927, 0.0909
928, 0.0933
929, 0.0943
930, 0.0948
931, 0.094
932, 0.0909
933, 0.0957
934, 0.0924
935, 0.0956
936, 0.0959
937, 0.0968
938, 0.0951
939, 0.0952
940, 0.0944
941, 0.0961
942, 0.0951
943, 0.0909
944, 0.0934
945, 0.0929
946, 0.0944
947, 0.091
948, 0.0961
949, 0.0883
950, 0.0908
951, 0.0871
952, 0.0891
953, 0.0873
954, 0.0865
955, 0.0829
956, 0.0838
957, 0.0789
958, 0.0814
959, 0.0774
960, 0.0813
961, 0.0807
962, 0.0797
963, 0.0766
964, 0.0819
965, 0.0772
966, 0.0772
967, 0.0763
968, 0.0823
969, 0.08
970, 0.0818
971, 0.0799
972, 0.0814
973, 0.0818
974, 0.0759
975, 0.0818
976, 0.0809
977, 0.0849
978, 0.0848
979, 0.0809
980, 0.0792
981, 0.0805
982, 0.0814
983, 0.0802
984, 0.0791
985, 0.0768
986, 0.0774
987, 0.0819
988, 0.0804
989, 0.0835
990, 0.0784
991, 0.0796
992, 0.0782
993, 0.0767
994, 0.0769
995, 0.0731
996, 0.0724
997, 0.0731
998, 0.0744
999, 0.0749
