0,2
1,2
2,3
3,2
4,2
5,4
6,2
7,5
8,5
9,2
10,1
11,2
12,4
13,3
14,4
15,3
16,3
17,0
18,3
19,2
20,3
21,3
22,2
23,4
24,1
25,3
26,3
27,0
28,2
29,0
30,4
31,4
32,3
33,2
34,4
35,2
36,4
37,2
38,0
39,0
